created_date,city_tier,first_platform_c,first_utm_medium_c,first_utm_source_c,total_leads_droppped,referred_lead,app_complete_flag,assistance_interaction,career_interaction,payment_interaction,social_interaction,syllabus_interaction
2021-09-06 16:08:23,3.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 16:09:49,1.0,Level0,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 16:10:17,1.0,Level2,Level8,Level7,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 16:20:42,1.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 16:21:02,1.0,Level0,Level0,Level0,6.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 16:28:39,1.0,Level0,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 16:32:09,1.0,others,others,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 16:40:15,1.0,Level3,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 16:41:34,3.0,Level3,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 16:50:04,3.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:13:07,1.0,others,Level8,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:15:44,1.0,Level3,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:19:39,1.0,Level8,Level8,Level7,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:20:29,3.0,Level2,Level8,Level7,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:20:34,3.0,Level0,Level11,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:21:59,3.0,Level8,Level8,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:22:16,3.0,Level8,Level8,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:22:29,2.0,Level8,Level8,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:24:16,3.0,Level8,Level8,Level7,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:24:23,1.0,Level8,Level8,Level7,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:26:16,1.0,Level2,Level2,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:26:43,3.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:36:40,1.0,Level8,Level8,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:39:11,1.0,others,Level8,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:50:09,1.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:50:41,1.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:53:19,1.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 17:55:24,3.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:01:19,1.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:02:46,2.0,others,Level0,Level0,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:05:46,1.0,others,Level0,Level0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:09:12,3.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:10:42,3.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:11:20,3.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:12:47,1.0,others,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:13:40,1.0,Level7,others,Level6,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:14:10,1.0,others,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:38:56,1.0,Level2,others,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:42:22,2.0,Level3,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:45:27,3.0,Level0,Level8,Level7,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 19:10:33,1.0,Level0,Level8,Level7,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 20:05:21,3.0,Level3,others,others,5.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-06 20:29:07,2.0,Level0,Level13,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 01:16:08,1.0,Level0,Level9,Level2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 01:47:58,2.0,Level0,others,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 01:50:09,2.0,Level0,others,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 01:55:48,1.0,Level0,Level4,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 02:07:13,1.0,others,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 02:16:10,3.0,Level3,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 02:39:28,1.0,Level0,others,others,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 02:57:49,3.0,Level0,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 02:58:44,3.0,others,Level4,Level2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 02:59:02,1.0,Level0,others,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 03:06:29,2.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 03:12:47,1.0,Level0,Level8,Level7,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 03:34:01,2.0,Level3,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 03:55:25,1.0,Level3,others,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 04:29:29,1.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 04:33:26,3.0,Level0,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 04:33:33,3.0,others,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 04:37:57,3.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 04:45:42,1.0,others,Level2,Level2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 04:58:21,3.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:02:25,3.0,others,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:03:25,3.0,Level2,others,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:07:40,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:09:00,3.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:16:01,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:17:30,1.0,Level0,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:19:44,1.0,others,Level0,Level0,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:23:20,1.0,Level0,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:32:57,1.0,Level3,others,others,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 05:38:46,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 06:01:16,2.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 06:04:42,3.0,Level0,Level4,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 06:14:31,1.0,Level3,Level0,Level0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 06:23:52,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 06:29:48,1.0,Level3,Level0,Level0,5.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 06:42:21,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 06:46:15,3.0,others,Level11,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 06:57:33,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:01:38,3.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:09:29,1.0,others,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:15:12,1.0,Level3,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:30:10,3.0,Level3,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:41:12,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:41:26,2.0,others,Level4,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:50:27,2.0,others,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:51:06,2.0,others,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:53:07,3.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:57:19,1.0,others,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 07:59:18,2.0,Level0,Level11,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 08:15:47,3.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 08:23:28,2.0,others,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 09:08:22,1.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 09:29:32,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 09:32:04,1.0,Level0,Level0,Level0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 09:37:06,1.0,others,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 09:48:38,3.0,Level0,Level11,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 09:48:46,2.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 10:02:19,1.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 10:02:41,1.0,Level2,Level2,Level2,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 11:34:37,2.0,others,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 12:01:34,3.0,others,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 12:02:23,1.0,Level0,Level4,Level2,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 12:03:58,3.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 12:21:30,3.0,others,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 12:23:15,1.0,others,Level4,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 12:33:00,3.0,Level0,Level0,Level0,7.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 12:41:35,1.0,others,Level4,Level2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 13:28:43,3.0,Level0,Level0,Level0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 13:28:46,1.0,Level0,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 13:33:14,1.0,others,others,others,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 13:36:24,2.0,Level0,Level4,Level2,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 13:39:01,1.0,Level0,Level11,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 13:51:46,1.0,Level0,Level4,Level2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 14:04:28,3.0,Level3,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 14:17:50,2.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 14:37:31,1.0,others,Level15,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 14:38:04,1.0,others,Level15,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 14:39:31,3.0,others,Level15,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 14:40:20,3.0,others,Level15,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 14:51:25,1.0,others,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 14:53:00,1.0,Level0,Level13,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 15:03:36,1.0,Level3,Level0,Level0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 15:28:40,3.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 15:30:21,3.0,Level0,Level13,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 15:36:21,1.0,others,others,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 15:44:05,1.0,Level8,Level8,Level7,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 15:45:28,1.0,Level8,Level8,Level7,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 15:48:47,2.0,others,Level2,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 15:49:08,2.0,Level8,Level8,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 16:01:31,3.0,Level0,others,Level2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 16:03:12,1.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 16:05:15,1.0,Level2,Level8,Level7,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 16:20:12,1.0,Level0,Level4,Level2,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 16:22:27,1.0,Level0,Level0,Level0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 16:47:36,3.0,others,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 16:49:12,2.0,Level3,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 16:51:29,1.0,Level3,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 17:43:28,1.0,Level3,Level0,Level0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 18:06:09,3.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 18:09:18,1.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 18:19:25,3.0,others,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 18:36:15,1.0,Level0,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 18:56:23,1.0,Level3,Level0,Level0,9.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 19:18:04,1.0,Level3,others,others,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 19:32:44,3.0,Level3,Level0,Level0,13.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 19:46:28,1.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 19:48:08,1.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 19:50:30,3.0,Level7,others,Level6,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 19:50:43,3.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 19:54:42,3.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 20:00:08,3.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 20:06:59,3.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 20:07:49,3.0,Level0,others,others,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 20:07:56,1.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 20:25:37,1.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-07 21:02:58,3.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 22:42:16,2.0,others,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-07 23:49:24,2.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 00:18:56,1.0,others,others,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 00:30:15,1.0,Level0,Level13,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 01:12:45,3.0,Level0,Level13,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 01:31:07,3.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 01:52:26,2.0,Level3,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 01:57:26,1.0,Level0,Level8,Level7,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 02:42:57,2.0,Level0,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 02:46:42,3.0,Level0,Level4,Level2,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 02:50:51,3.0,Level0,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 02:55:58,1.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 02:58:37,2.0,Level0,Level8,Level7,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 03:15:55,3.0,Level0,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 03:53:52,3.0,Level0,others,Level2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 04:07:33,2.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 04:26:11,1.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 04:27:46,1.0,Level3,Level0,Level0,6.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 04:44:04,2.0,Level0,Level4,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 04:45:58,3.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 04:53:03,3.0,others,Level0,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:15:49,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:19:48,1.0,others,others,Level16,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:34:14,2.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:38:14,3.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:39:04,3.0,Level0,Level4,Level2,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:44:19,1.0,Level0,Level13,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:45:05,2.0,Level3,Level0,Level0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:49:09,1.0,others,others,Level16,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:52:45,3.0,Level0,Level4,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 05:58:59,1.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:03:45,3.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:10:59,1.0,Level0,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:20:04,1.0,others,Level0,Level0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:29:40,1.0,others,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:32:34,2.0,others,others,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:38:45,1.0,others,others,Level16,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:41:50,1.0,Level2,Level8,Level7,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:42:34,1.0,Level0,Level8,Level7,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:44:25,3.0,others,others,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:46:39,3.0,Level0,Level11,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:50:19,3.0,others,Level4,Level2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:56:21,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:57:46,1.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:58:10,1.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 07:00:25,1.0,others,others,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 07:12:20,1.0,others,Level0,Level0,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 07:13:25,2.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 07:30:30,2.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 07:35:46,1.0,Level2,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 08:21:22,1.0,others,others,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 08:23:12,2.0,Level0,Level0,Level0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 08:31:16,2.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 08:33:51,1.0,others,Level0,Level0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 08:36:11,1.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 08:43:41,2.0,Level3,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 09:04:21,1.0,Level2,Level2,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 09:22:48,3.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 09:41:58,1.0,others,others,Level16,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 09:45:53,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 09:47:22,3.0,Level0,others,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 09:48:48,1.0,Level0,others,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 09:55:42,1.0,others,others,Level16,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 10:25:52,1.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 10:26:54,3.0,Level0,Level0,Level0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 10:42:52,1.0,Level3,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 10:49:22,1.0,Level0,Level13,Level2,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 10:57:48,1.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 11:12:45,1.0,Level3,Level0,Level0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 11:16:58,3.0,others,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 12:17:26,2.0,Level3,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 12:19:08,2.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 12:31:49,3.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 12:41:28,2.0,others,others,others,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 12:47:26,2.0,Level0,Level4,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 13:01:11,1.0,others,others,others,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 13:20:22,1.0,others,others,Level16,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 13:20:49,1.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 13:28:06,2.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 13:44:39,3.0,Level0,Level4,Level2,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 13:46:14,1.0,Level0,Level13,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-09-08 13:58:21,1.0,others,Level0,Level0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 13:59:08,1.0,Level0,Level4,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-09-08 14:25:30,1.0,others,others,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
